sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
518.67,642.33,1588.6700000000003,1402.6,14.62,21.61,553.79,2388.02,9064.47,1.3,47.38,522.62,2388.02,8141.959999999999,8.4238,0.03,390.99999999999994,2388.0,100.0,39.13,23.3518
518.67,641.74,1586.6399999999999,1400.46,14.62,21.61,554.24,2388.07,9059.12,1.3,47.28,522.35,2388.04,8141.959999999999,8.4336,0.03,392.0,2388.0,100.0,38.97,23.3369
518.67,642.57,1587.7500000000002,1402.36,14.62,21.61,554.95,2388.04,9066.13,1.3,47.33,521.72,2387.98,8143.35,8.407,0.03,390.99999999999994,2388.0,100.0,39.03,23.3451
518.67,642.35,1588.6700000000003,1399.0,14.62,21.61,553.79,2388.05,9053.16,1.3,47.17,522.67,2388.02,8140.929999999999,8.4003,0.03,392.0,2388.0,100.0,38.88,23.339600000000004
518.67,642.96,1588.97,1403.44,14.62,21.61,554.23,2388.02,9064.07,1.3,47.42,522.09,2388.03,8138.31,8.4135,0.03,393.0,2388.0,100.0,38.97,23.4411
518.67,642.67,1586.07,1401.22,14.62,21.61,555.1,2388.01,9052.11,1.3,47.26,522.59,2388.01,8144.75,8.3996,0.03,393.0,2388.0,100.0,38.81,23.444100000000002
518.67,642.47,1587.6799999999998,1400.64,14.62,21.61,554.09,2388.05,9062.97,1.3,47.36,522.08,2387.99,8140.619999999999,8.3876,0.03,392.0,2388.0,100.0,38.91,23.366200000000003
518.67,642.02,1583.32,1407.11,14.62,21.61,554.69,2388.03,9058.11,1.3,47.18,522.13,2388.03,8140.07,8.412,0.03,392.0,2388.0,100.0,39.04,23.3934
518.67,642.63,1589.03,1393.71,14.62,21.61,554.07,2388.01,9063.71,1.3,47.28,521.79,2388.03,8150.2699999999995,8.4081,0.03,393.0,2388.0,100.0,38.99,23.369799999999998
518.67,642.37,1588.34,1399.62,14.62,21.61,554.18,2388.06,9059.66,1.3,47.35,522.34,2388.04,8140.82,8.4186,0.03,393.0,2388.0,100.0,39.03,23.379
518.67,642.23,1592.61,1398.03,14.62,21.61,553.48,2388.07,9063.76,1.3,47.19,521.95,2388.0,8143.439999999999,8.4091,0.03,390.0,2388.0,100.0,39.06,23.3684
518.67,642.67,1587.01,1402.55,14.62,21.6,554.71,2388.07,9060.82,1.3,47.07,521.39,2388.0,8144.56,8.3872,0.03,393.0,2388.0,100.0,38.84,23.404199999999996
518.67,642.0,1579.38,1401.13,14.62,21.61,554.71,2388.0,9059.58,1.3,47.41,522.63,2388.01,8141.09,8.384,0.03,392.0,2388.0,100.0,39.04,23.3612
518.67,642.25,1582.69,1403.99,14.62,21.61,554.46,2388.0,9065.77,1.3,47.38,522.21,2388.03,8140.300000000001,8.4066,0.03,393.0,2388.0,100.0,38.83,23.422900000000002
518.67,641.65,1585.43,1399.77,14.62,21.61,554.11,2387.99,9059.06,1.3,47.32,522.35,2388.04,8145.539999999999,8.3891,0.03,389.0,2388.0,100.0,38.8,23.3802
518.67,642.84,1577.6,1398.06,14.62,21.61,553.86,2388.01,9066.1,1.3,47.29,522.49,2388.05,8143.18,8.391,0.03,392.0,2388.0,100.0,38.93,23.3973
518.67,642.37,1587.5999999999997,1396.26,14.62,21.61,554.37,2388.06,9057.64,1.3,47.31,522.53,2388.04,8138.78,8.4138,0.03,393.0,2388.0,100.0,39.03,23.3195
518.67,642.07,1588.86,1397.65,14.62,21.61,554.17,2388.03,9058.27,1.3,47.37,522.06,2388.02,8146.0,8.4025,0.03,390.99999999999994,2388.0,100.0,38.77,23.3819
518.67,642.45,1576.6599999999999,1401.14,14.62,21.61,554.19,2388.05,9058.12,1.3,47.27,521.53,2388.03,8140.77,8.3982,0.03,390.0,2388.0,100.0,38.89,23.345000000000002
518.67,642.37,1590.12,1403.26,14.62,21.61,554.06,2388.06,9060.77,1.3,47.27,522.02,2388.06,8136.89,8.394,0.03,392.0,2388.0,100.0,38.9,23.3543
518.67,642.64,1584.41,1398.21,14.62,21.61,554.28,2388.0,9064.25,1.3,47.25,522.12,2388.02,8144.96,8.4421,0.03,393.0,2388.0,100.0,38.89,23.3537
518.67,641.92,1590.52,1398.48,14.62,21.61,554.69,2387.96,9064.06,1.3,47.33,522.5,2388.04,8142.07,8.4144,0.03,393.0,2388.0,100.0,39.01,23.3338
518.67,642.06,1585.65,1401.57,14.62,21.61,554.3,2388.01,9056.57,1.3,47.34,522.78,2388.03,8141.66,8.4097,0.03,392.0,2388.0,100.0,39.1,23.3728
518.67,642.02,1587.93,1403.44,14.62,21.61,554.15,2388.08,9063.77,1.3,47.44,521.91,2388.02,8143.51,8.409,0.03,393.0,2388.0,100.0,38.88,23.329000000000004
518.67,642.42,1581.01,1402.95,14.62,21.61,554.23,2388.09,9068.4,1.3,47.4,522.01,2388.04,8142.75,8.4211,0.03,392.0,2388.0,100.0,39.1,23.3721
518.67,642.47,1588.63,1397.08,14.62,21.61,555.14,2388.05,9064.01,1.3,47.36,521.91,2388.05,8145.87,8.4328,0.03,393.0,2388.0,100.0,39.05,23.3061
518.67,642.38,1590.77,1409.54,14.62,21.61,554.25,2388.03,9064.91,1.3,47.4,522.01,2388.03,8139.320000000001,8.4155,0.03,392.0,2388.0,100.0,38.87,23.3081
518.67,642.33,1591.88,1400.62,14.62,21.61,553.69,2388.01,9060.22,1.3,47.19,521.69,2388.07,8147.320000000001,8.4005,0.03,392.0,2388.0,100.0,38.96,23.2943
518.67,642.19,1581.8900000000003,1406.65,14.62,21.61,553.93,2388.03,9065.08,1.3,47.26,522.35,2388.07,8142.450000000001,8.4278,0.03,393.0,2388.0,100.0,38.91,23.3044
518.67,641.77,1585.3999999999999,1410.95,14.62,21.61,553.6,2388.09,9054.92,1.3,47.37,521.82,2388.04,8140.99,8.4156,0.03,392.0,2388.0,100.0,38.73,23.439999999999998
518.67,642.34,1579.65,1406.88,14.62,21.61,554.44,2388.05,9065.89,1.3,47.17,522.24,2388.06,8134.48,8.4048,0.03,390.99999999999994,2388.0,100.0,38.88,23.3354
518.67,642.25,1583.52,1405.8,14.62,21.61,554.2,2387.98,9068.94,1.3,47.44,521.97,2388.04,8141.829999999999,8.4258,0.03,390.99999999999994,2388.0,100.0,38.67,23.352300000000003
518.67,642.04,1584.27,1402.01,14.62,21.61,554.32,2388.09,9062.19,1.3,47.49,522.03,2388.06,8145.51,8.3869,0.03,392.0,2388.0,100.0,38.89,23.3744
518.67,642.05,1589.23,1398.79,14.62,21.61,553.84,2388.02,9056.94,1.3,47.11,522.46,2388.05,8142.87,8.3882,0.03,392.0,2388.0,100.0,39.1,23.270399999999995
518.67,642.7,1588.13,1401.02,14.62,21.61,553.38,2388.08,9055.75,1.3,47.34,522.32,2388.04,8138.89,8.4013,0.03,393.0,2388.0,100.0,39.08,23.2811
518.67,642.25,1579.8,1409.05,14.62,21.61,553.64,2388.06,9061.14,1.3,47.37,521.74,2388.02,8146.31,8.3879,0.03,390.99999999999994,2388.0,100.0,38.96,23.1799
518.67,642.49,1583.02,1402.15,14.62,21.61,554.63,2387.99,9060.29,1.3,47.31,521.98,2388.08,8141.66,8.3977,0.03,393.99999999999994,2388.0,100.0,38.8,23.3728
518.67,642.3,1580.3799999999999,1404.1,14.62,21.61,554.05,2388.01,9052.93,1.3,47.43,522.34,2388.05,8143.85,8.3933,0.03,390.99999999999994,2388.0,100.0,38.89,23.395199999999996
518.67,641.56,1585.43,1397.17,14.62,21.61,553.74,2387.96,9069.03,1.3,47.43,522.16,2388.03,8142.34,8.3792,0.03,392.0,2388.0,100.0,39.03,23.3125
518.67,642.12,1587.46,1405.85,14.62,21.61,554.01,2388.1,9053.28,1.3,47.23,522.14,2387.99,8141.75,8.421,0.03,392.0,2388.0,100.0,38.92,23.5297
518.67,642.59,1591.7900000000002,1403.82,14.62,21.61,554.26,2388.01,9059.95,1.3,47.41,522.12,2387.99,8141.829999999999,8.4618,0.03,392.0,2388.0,100.0,39.01,23.339
518.67,642.28,1591.77,1407.5,14.62,21.61,553.08,2388.04,9051.51,1.3,47.52,522.03,2388.11,8145.21,8.4335,0.03,392.0,2388.0,100.0,39.12,23.4061
518.67,642.32,1590.7999999999997,1401.54,14.62,21.6,554.12,2388.03,9052.94,1.3,47.37,522.13,2388.06,8142.04,8.4292,0.03,392.0,2388.0,100.0,38.8,23.428199999999997
518.67,642.31,1588.42,1416.2,14.62,21.61,553.76,2388.03,9065.06,1.3,47.38,521.96,2388.07,8144.41,8.4278,0.03,392.0,2388.0,100.0,38.91,23.4276
518.67,642.67,1585.35,1402.13,14.62,21.6,553.97,2388.05,9059.26,1.3,47.61,522.1,2388.06,8135.18,8.4132,0.03,392.0,2388.0,100.0,38.93,23.454
518.67,642.34,1581.84,1397.27,14.62,21.61,554.86,2388.12,9055.12,1.3,47.27,521.74,2388.07,8138.160000000001,8.4133,0.03,393.0,2388.0,100.0,38.85,23.3644
518.67,642.54,1583.35,1401.54,14.62,21.61,553.85,2388.07,9059.42,1.3,47.43,522.05,2388.08,8138.86,8.4478,0.03,395.0,2388.0,100.0,38.87,23.4003
518.67,642.27,1590.6100000000001,1401.5,14.62,21.61,554.93,2387.99,9057.18,1.3,47.41,522.18,2388.05,8140.78,8.4015,0.03,395.0,2388.0,100.0,38.91,23.367800000000003
518.67,642.63,1585.17,1395.63,14.62,21.61,554.26,2388.08,9056.79,1.3,47.29,521.41,2388.05,8143.06,8.4282,0.03,390.99999999999994,2388.0,100.0,38.94,23.3999
518.67,642.83,1588.96,1404.05,14.62,21.61,554.25,2388.06,9056.02,1.3,47.42,521.71,2388.08,8141.069999999999,8.4536,0.03,392.0,2388.0,100.0,38.88,23.3203
518.67,641.94,1588.03,1399.17,14.62,21.61,554.24,2388.05,9064.0,1.3,47.19,522.18,2388.04,8140.45,8.4285,0.03,393.99999999999994,2388.0,100.0,38.92,23.3325
518.67,642.4,1581.8599999999997,1406.58,14.62,21.61,554.3,2388.09,9056.57,1.3,47.45,521.93,2388.04,8143.63,8.420399999999999,0.03,392.0,2388.0,100.0,38.93,23.4325
518.67,642.19,1585.91,1400.59,14.62,21.61,553.48,2388.08,9059.89,1.3,47.46,521.82,2388.06,8141.97,8.4125,0.03,393.0,2388.0,100.0,39.04,23.2902
518.67,642.5,1592.8300000000002,1404.35,14.62,21.61,553.87,2388.04,9058.32,1.3,47.45,521.62,2388.04,8138.31,8.4398,0.03,393.0,2388.0,100.0,38.84,23.4117
518.67,642.66,1587.6100000000001,1404.01,14.62,21.61,554.16,2388.02,9056.29,1.3,47.28,522.14,2388.05,8143.5,8.4278,0.03,393.0,2388.0,100.0,38.94,23.4961
518.67,642.07,1579.76,1399.5,14.62,21.61,553.71,2388.01,9060.42,1.3,47.42,521.37,2388.07,8138.290000000001,8.412799999999999,0.03,392.0,2388.0,100.0,38.87,23.3035
518.67,642.56,1586.16,1399.38,14.62,21.61,553.6,2388.08,9058.04,1.3,47.39,521.76,2388.06,8141.39,8.4236,0.03,392.0,2388.0,100.0,38.92,23.301700000000004
518.67,642.36,1583.5700000000002,1401.99,14.62,21.61,554.03,2388.04,9063.53,1.3,47.31,521.47,2388.05,8142.77,8.4154,0.03,393.0,2388.0,100.0,38.89,23.299600000000005
518.67,642.56,1587.5399999999997,1400.27,14.62,21.61,554.11,2388.12,9060.2,1.3,47.41,522.06,2388.03,8140.85,8.4639,0.03,390.99999999999994,2388.0,100.0,39.06,23.2603
518.67,642.48,1586.86,1397.68,14.62,21.61,553.49,2388.05,9055.2,1.3,47.51,521.81,2388.08,8141.460000000001,8.4214,0.03,393.0,2388.0,100.0,38.82,23.412300000000002
518.67,642.28,1587.5999999999997,1400.93,14.62,21.61,554.03,2388.07,9053.88,1.3,47.32,522.49,2388.02,8139.36,8.3768,0.03,393.99999999999994,2388.0,100.0,38.86,23.437100000000004
518.67,642.5,1592.29,1402.47,14.62,21.61,553.15,2388.07,9062.58,1.3,47.43,521.54,2388.02,8143.439999999999,8.4462,0.03,393.0,2388.0,100.0,38.93,23.3749
518.67,642.33,1589.6399999999999,1405.01,14.62,21.61,553.81,2388.07,9058.9,1.3,47.48,521.67,2388.1,8139.88,8.4273,0.03,393.0,2388.0,100.0,38.86,23.4095
518.67,642.15,1587.31,1407.24,14.62,21.61,554.25,2388.12,9053.25,1.3,47.45,521.57,2388.06,8135.749999999999,8.4234,0.03,392.0,2388.0,100.0,38.89,23.3872
518.67,642.31,1592.52,1404.33,14.62,21.61,553.27,2388.07,9065.78,1.3,47.43,521.69,2388.11,8143.14,8.4229,0.03,392.0,2388.0,100.0,38.87,23.32
518.67,642.95,1586.8199999999997,1404.47,14.62,21.61,553.72,2388.05,9069.98,1.3,47.47,522.17,2388.08,8142.670000000001,8.4106,0.03,393.99999999999994,2388.0,100.0,38.89,23.4162
518.67,642.71,1590.26,1407.84,14.62,21.61,553.99,2388.08,9065.74,1.3,47.61,522.44,2388.04,8142.06,8.4507,0.03,392.0,2388.0,100.0,39.08,23.2729
518.67,642.34,1585.83,1405.4,14.62,21.61,553.67,2388.07,9056.24,1.3,47.22,522.15,2388.04,8140.039999999999,8.4224,0.03,393.99999999999994,2388.0,100.0,38.74,23.327800000000003
518.67,642.11,1584.8100000000002,1406.95,14.62,21.61,553.54,2388.07,9060.78,1.3,47.4,521.39,2388.05,8143.07,8.458,0.03,393.99999999999994,2388.0,100.0,38.77,23.2933
518.67,642.46,1593.76,1405.21,14.62,21.61,553.7,2388.03,9067.84,1.3,47.49,521.73,2388.08,8139.79,8.4472,0.03,393.0,2388.0,100.0,38.88,23.3355
518.67,642.49,1584.44,1402.89,14.62,21.61,553.83,2388.1,9068.96,1.3,47.5,521.75,2388.06,8140.750000000001,8.438,0.03,393.0,2388.0,100.0,38.92,23.3786
518.67,642.52,1589.53,1406.05,14.62,21.61,553.75,2388.09,9065.34,1.3,47.56,521.85,2388.07,8136.49,8.4299,0.03,392.0,2388.0,100.0,38.77,23.321700000000003
518.67,642.28,1586.61,1412.02,14.62,21.61,553.5,2388.07,9060.78,1.3,47.37,521.5,2388.08,8139.43,8.3935,0.03,392.0,2388.0,100.0,38.81,23.3979
518.67,642.57,1589.9100000000003,1408.87,14.62,21.61,553.6,2388.05,9063.74,1.3,47.51,521.79,2388.1,8141.67,8.4351,0.03,393.99999999999994,2388.0,100.0,38.96,23.3557
518.67,642.47,1589.35,1407.26,14.62,21.61,553.24,2388.08,9064.55,1.3,47.42,521.39,2388.04,8140.430000000001,8.4249,0.03,393.0,2388.0,100.0,38.85,23.3075
518.67,642.93,1582.4599999999998,1408.56,14.62,21.61,553.79,2388.0,9058.88,1.3,47.48,521.24,2388.01,8138.9,8.4209,0.03,392.0,2388.0,100.0,38.95,23.387800000000002
518.67,642.43,1591.39,1405.67,14.62,21.61,554.33,2388.03,9059.83,1.3,47.48,521.3,2388.05,8137.46,8.4255,0.03,393.0,2388.0,100.0,38.84,23.2578
518.67,642.5,1588.24,1410.3,14.62,21.61,554.28,2388.06,9060.97,1.3,47.41,522.37,2388.09,8140.67,8.4061,0.03,393.99999999999994,2388.0,100.0,38.8,23.387400000000003
518.67,642.37,1586.6199999999997,1405.54,14.62,21.61,553.5,2388.09,9062.48,1.3,47.57,521.31,2388.11,8144.22,8.4533,0.03,393.0,2388.0,100.0,38.87,23.3263
518.67,642.4,1588.54,1407.44,14.62,21.61,553.55,2388.02,9057.57,1.3,47.59,522.24,2388.07,8140.120000000001,8.3846,0.03,393.0,2388.0,100.0,39.06,23.289400000000004
518.67,642.2,1588.09,1405.18,14.62,21.61,553.2,2388.09,9057.51,1.3,47.52,521.77,2388.09,8138.209999999999,8.4243,0.03,393.0,2388.0,100.0,38.74,23.2816
518.67,642.21,1586.58,1403.2,14.62,21.61,553.73,2388.09,9053.23,1.3,47.34,521.44,2388.15,8135.63,8.4227,0.03,393.0,2388.0,100.0,38.91,23.2847
518.67,642.91,1589.1100000000001,1408.55,14.62,21.61,554.02,2388.09,9060.3,1.3,47.47,522.11,2388.11,8140.37,8.3998,0.03,393.0,2388.0,100.0,38.61,23.2742
518.67,642.12,1593.84,1408.69,14.62,21.61,553.54,2388.04,9064.69,1.3,47.43,521.33,2388.02,8131.990000000001,8.4301,0.03,393.0,2388.0,100.0,38.92,23.2853
518.67,642.59,1585.2599999999998,1408.44,14.62,21.61,553.53,2388.11,9057.69,1.3,47.39,521.27,2388.07,8135.22,8.4361,0.03,393.99999999999994,2388.0,100.0,38.86,23.3612
518.67,642.61,1590.1,1406.73,14.62,21.61,553.28,2388.09,9063.86,1.3,47.33,521.69,2388.09,8136.17,8.443299999999999,0.03,393.0,2388.0,100.0,38.79,23.3979
518.67,642.33,1597.9300000000003,1408.74,14.62,21.61,553.4,2388.06,9062.4,1.3,47.63,522.1,2388.06,8138.31,8.4207,0.03,393.99999999999994,2388.0,100.0,38.91,23.387400000000003
518.67,642.59,1599.37,1405.23,14.62,21.61,553.55,2388.08,9062.14,1.3,47.51,521.35,2388.09,8140.9,8.4295,0.03,393.0,2388.0,100.0,38.86,23.31
518.67,643.39,1588.38,1403.23,14.62,21.61,553.83,2388.01,9060.13,1.3,47.62,521.2,2388.06,8138.75,8.4609,0.03,392.0,2388.0,100.0,38.89,23.2418
518.67,642.7,1585.63,1411.32,14.62,21.61,552.86,2388.08,9051.57,1.3,47.36,522.33,2388.07,8138.04,8.4847,0.03,392.0,2388.0,100.0,38.8,23.296799999999998
518.67,642.87,1590.31,1397.63,14.62,21.61,553.95,2388.1,9054.24,1.3,47.63,522.2,2388.09,8135.079999999999,8.4413,0.03,392.0,2388.0,100.0,38.63,23.197600000000005
518.67,642.7,1580.3700000000001,1410.59,14.62,21.61,553.53,2388.1,9053.83,1.3,47.5,521.58,2388.1,8141.93,8.4394,0.03,393.0,2388.0,100.0,38.76,23.3606
518.67,642.91,1587.2300000000002,1400.11,14.62,21.61,553.35,2388.07,9054.3,1.3,47.54,521.31,2388.1,8139.0,8.4341,0.03,393.99999999999994,2388.0,100.0,38.84,23.3281
518.67,642.53,1588.44,1410.87,14.62,21.61,553.35,2388.11,9059.79,1.3,47.48,521.48,2388.12,8139.410000000001,8.4401,0.03,393.99999999999994,2388.0,100.0,38.86,23.2415
518.67,641.96,1587.7500000000002,1408.46,14.62,21.61,553.82,2388.1,9050.41,1.3,47.58,522.0,2388.1,8138.420000000001,8.4071,0.03,390.99999999999994,2388.0,100.0,38.85,23.214099999999995
518.67,642.47,1586.08,1400.77,14.62,21.61,553.5,2388.09,9058.5,1.3,47.52,521.71,2388.09,8130.75,8.4323,0.03,393.99999999999994,2388.0,100.0,38.81,23.3391
518.67,642.85,1591.08,1401.96,14.62,21.61,552.77,2388.04,9060.74,1.3,47.44,520.97,2388.1,8132.969999999999,8.4405,0.03,393.0,2388.0,100.0,38.73,23.305400000000002
518.67,642.87,1588.4599999999998,1403.31,14.62,21.61,553.08,2388.12,9054.31,1.3,47.54,521.37,2388.09,8142.33,8.4842,0.03,390.99999999999994,2388.0,100.0,38.69,23.284999999999997
518.67,642.05,1586.02,1404.76,14.62,21.61,553.79,2388.14,9052.22,1.3,47.58,521.41,2388.11,8140.120000000001,8.4206,0.03,395.0,2388.0,100.0,38.81,23.2792
518.67,642.9,1588.9,1400.58,14.62,21.61,553.76,2388.13,9072.44,1.3,47.45,521.43,2388.11,8135.41,8.4173,0.03,392.0,2388.0,100.0,38.86,23.185
518.67,642.5,1584.6300000000003,1407.75,14.62,21.61,553.21,2388.1,9051.9,1.3,47.49,521.02,2388.14,8139.499999999999,8.4665,0.03,392.0,2388.0,100.0,38.78,23.3251
518.67,643.31,1586.95,1402.63,14.62,21.61,553.6,2388.11,9059.97,1.3,47.64,521.14,2388.07,8134.61,8.4436,0.03,392.0,2388.0,100.0,38.79,23.290300000000002
518.67,643.02,1591.6599999999999,1408.0,14.62,21.61,553.62,2388.08,9059.24,1.3,47.58,521.01,2388.1,8132.55,8.4259,0.03,393.0,2388.0,100.0,38.67,23.2434
518.67,642.7,1592.41,1403.75,14.62,21.61,553.2,2388.12,9064.8,1.3,47.48,521.74,2388.14,8139.03,8.4641,0.03,393.99999999999994,2388.0,100.0,38.72,23.2568
518.67,642.46,1591.61,1410.62,14.62,21.61,553.65,2388.15,9050.83,1.3,47.34,521.73,2388.1,8139.670000000001,8.4625,0.03,393.0,2388.0,100.0,38.85,23.326600000000003
518.67,642.47,1591.5,1407.24,14.62,21.61,552.93,2388.16,9054.37,1.3,47.72,521.14,2388.17,8134.989999999999,8.4481,0.03,393.99999999999994,2388.0,100.0,38.76,23.2602
518.67,642.65,1590.58,1410.83,14.62,21.61,553.14,2388.14,9051.49,1.3,47.63,521.8,2388.11,8139.04,8.4691,0.03,393.0,2388.0,100.0,38.69,23.2896
518.67,642.52,1595.46,1409.8,14.62,21.61,553.22,2388.11,9057.19,1.3,47.63,521.12,2388.14,8133.43,8.4823,0.03,393.0,2388.0,100.0,38.83,23.3504
518.67,643.0,1591.7,1415.64,14.62,21.61,553.02,2388.14,9057.0,1.3,47.54,521.17,2388.1,8139.25,8.3827,0.03,393.0,2388.0,100.0,38.94,23.328299999999995
518.67,642.74,1595.5700000000002,1405.79,14.62,21.61,553.04,2388.11,9063.24,1.3,47.65,521.22,2388.17,8137.69,8.4725,0.03,393.99999999999994,2388.0,100.0,38.76,23.2808
518.67,642.65,1589.8,1408.66,14.62,21.61,553.46,2388.13,9059.66,1.3,47.54,521.18,2388.13,8141.53,8.443,0.03,393.99999999999994,2388.0,100.0,38.77,23.2904
518.67,642.51,1595.72,1407.08,14.62,21.61,553.77,2388.09,9047.68,1.3,47.58,521.35,2388.14,8139.2699999999995,8.4549,0.03,393.99999999999994,2388.0,100.0,38.63,23.279300000000003
518.67,642.71,1596.4900000000002,1405.5,14.62,21.61,553.55,2388.13,9062.99,1.3,47.58,521.42,2388.09,8139.87,8.4556,0.03,393.99999999999994,2388.0,100.0,38.74,23.280999999999995
518.67,642.65,1587.11,1410.08,14.62,21.61,552.97,2388.15,9054.05,1.3,47.66,521.35,2388.13,8133.370000000001,8.4546,0.03,393.99999999999994,2388.0,100.0,38.79,23.2624
518.67,642.96,1593.39,1398.75,14.62,21.61,553.59,2388.11,9055.05,1.3,47.77,521.49,2388.09,8138.58,8.4245,0.03,393.99999999999994,2388.0,100.0,38.93,23.241399999999995
518.67,642.24,1593.9,1411.98,14.62,21.61,553.02,2388.12,9050.44,1.3,47.81,520.88,2388.14,8130.070000000001,8.4382,0.03,393.0,2388.0,100.0,38.83,23.3906
518.67,643.01,1593.4900000000002,1405.79,14.62,21.61,552.63,2388.12,9057.63,1.3,47.59,520.93,2388.13,8137.43,8.4706,0.03,393.0,2388.0,100.0,38.76,23.3402
518.67,643.41,1584.53,1407.7,14.62,21.61,553.25,2388.08,9057.89,1.3,47.43,521.38,2388.11,8138.43,8.4345,0.03,393.99999999999994,2388.0,100.0,38.77,23.2753
518.67,642.77,1597.1500000000003,1412.47,14.62,21.61,552.7,2388.17,9060.28,1.3,47.64,521.25,2388.13,8137.37,8.446,0.03,395.0,2388.0,100.0,38.75,23.2888
518.67,642.96,1590.31,1410.06,14.62,21.61,552.7,2388.11,9059.82,1.3,47.44,520.72,2388.11,8138.55,8.4385,0.03,393.99999999999994,2388.0,100.0,38.59,23.210700000000003
518.67,642.52,1593.64,1411.16,14.62,21.61,553.45,2388.09,9062.1,1.3,47.65,521.22,2388.07,8132.619999999999,8.4394,0.03,393.99999999999994,2388.0,100.0,38.81,23.3251
518.67,642.59,1589.5700000000002,1409.38,14.62,21.61,553.27,2388.05,9049.26,1.3,47.42,521.21,2388.15,8135.600000000001,8.4533,0.03,395.0,2388.0,100.0,38.7,23.1696
518.67,643.47,1600.56,1421.83,14.62,21.61,552.86,2388.16,9056.77,1.3,47.52,521.47,2388.13,8134.68,8.4698,0.03,396.0,2388.0,100.0,38.71,23.203400000000002
518.67,642.52,1593.1,1409.14,14.62,21.61,553.09,2388.14,9059.03,1.3,47.57,521.2,2388.09,8137.260000000001,8.4068,0.03,393.99999999999994,2388.0,100.0,38.79,23.2579
518.67,642.85,1593.65,1416.42,14.62,21.61,552.64,2388.19,9050.24,1.3,47.76,521.15,2388.14,8141.63,8.4557,0.03,393.0,2388.0,100.0,38.79,23.3946
518.67,643.08,1593.0799999999997,1411.54,14.62,21.61,552.8,2388.15,9061.67,1.3,47.67,521.49,2388.11,8137.359999999999,8.459,0.03,393.0,2388.0,100.0,38.57,23.205
518.67,642.54,1592.2999999999997,1418.04,14.62,21.61,552.65,2388.13,9057.01,1.3,47.75,520.87,2388.16,8134.27,8.4904,0.03,393.0,2388.0,100.0,38.69,23.1619
518.67,642.83,1590.13,1417.02,14.62,21.61,553.58,2388.19,9058.7,1.3,47.79,521.1,2388.13,8126.75,8.472,0.03,393.99999999999994,2388.0,100.0,38.85,23.1331
518.67,643.03,1596.33,1417.02,14.62,21.61,552.57,2388.16,9061.73,1.3,47.64,521.15,2388.15,8138.59,8.4727,0.03,392.0,2388.0,100.0,38.89,23.302100000000003
518.67,643.25,1594.36,1411.37,14.62,21.61,552.97,2388.15,9054.94,1.3,47.93,520.93,2388.15,8139.84,8.4394,0.03,395.0,2388.0,100.0,38.83,23.212700000000005
518.67,643.03,1593.3399999999997,1422.05,14.62,21.61,553.42,2388.14,9052.14,1.3,47.81,521.2,2388.17,8136.06,8.4831,0.03,393.0,2388.0,100.0,38.7,23.357299999999995
518.67,642.75,1591.09,1414.12,14.62,21.61,552.14,2388.11,9057.73,1.3,47.84,521.1,2388.12,8134.43,8.4427,0.03,393.0,2388.0,100.0,38.85,23.1531
518.67,643.05,1593.18,1411.4,14.62,21.61,552.97,2388.19,9054.14,1.3,47.62,521.09,2388.12,8129.520000000001,8.4844,0.03,395.0,2388.0,100.0,38.59,23.1456
518.67,642.95,1595.16,1416.26,14.62,21.61,552.62,2388.16,9058.17,1.3,47.56,520.46,2388.11,8133.460000000001,8.4621,0.03,393.0,2388.0,100.0,38.78,23.1466
518.67,642.96,1593.65,1414.31,14.62,21.61,552.46,2388.2,9051.39,1.3,47.67,521.09,2388.22,8129.83,8.4692,0.03,393.99999999999994,2388.0,100.0,38.76,23.264200000000002
518.67,643.04,1592.68,1417.09,14.62,21.61,553.32,2388.21,9048.93,1.3,47.78,521.15,2388.12,8132.22,8.45,0.03,393.99999999999994,2388.0,100.0,38.72,23.230799999999995
518.67,643.34,1592.2399999999998,1415.7,14.62,21.61,552.61,2388.17,9054.6,1.3,47.72,520.97,2388.1,8134.39,8.4999,0.03,393.99999999999994,2388.0,100.0,38.81,23.195999999999998
518.67,643.06,1591.39,1416.74,14.62,21.61,552.65,2388.18,9046.62,1.3,47.71,520.8,2388.19,8133.15,8.4444,0.03,393.0,2388.0,100.0,38.84,23.1494
518.67,643.78,1597.9300000000003,1412.52,14.62,21.61,552.69,2388.17,9056.86,1.3,47.8,520.77,2388.22,8128.8099999999995,8.4699,0.03,393.99999999999994,2388.0,100.0,38.61,23.2479
518.67,642.37,1591.7199999999998,1416.77,14.62,21.61,552.1,2388.12,9059.37,1.3,47.57,520.92,2388.17,8135.58,8.4866,0.03,393.99999999999994,2388.0,100.0,38.46,23.280099999999997
518.67,643.08,1592.3100000000002,1424.55,14.62,21.61,552.35,2388.2,9060.05,1.3,47.88,521.58,2388.16,8132.929999999999,8.4772,0.03,393.99999999999994,2388.0,100.0,38.84,23.2422
518.67,642.71,1593.0300000000002,1420.1,14.62,21.61,552.27,2388.13,9051.14,1.3,47.61,520.32,2388.17,8134.319999999999,8.4326,0.03,393.99999999999994,2388.0,100.0,38.47,23.2375
